"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"ENSG00000277209",72961.4240116192,13.1206651679675,0.551644280181413,23.7846482585711,4.81530116743983e-125,1.69575645912561e-120
"ENSG00000276168",434286.234158126,10.489660927715,0.45227955852132,23.1928698303541,5.37379221949831e-119,9.46217334009263e-115
"ENSG00000277027",42538.5450197499,11.1499630482186,0.501858682086801,22.2173361669373,2.3351636691646e-109,2.74117079244335e-105
"ENSG00000238741",2318.70169499013,9.91268723356221,0.499773916981853,19.8343428833285,1.50469771904149e-87,1.32473587184413e-83
"ENSG00000274012",484701.680077886,9.18840773201091,0.47032129352159,19.5364485056833,5.37977454931267e-85,3.7890828105719e-81
"ENSG00000263934",34540.7487062663,11.9346606986902,0.621872438882935,19.1914932266951,4.35932019217131e-82,2.55863033145842e-78
"ENSG00000206596",9770.55122917928,14.1224840824204,0.74566888905131,18.9393500114883,5.40603652664155e-80,1.90378982322209e-76
"ENSG00000207005",9770.55122917928,14.1224840824204,0.74566888905131,18.9393500114883,5.40603652664155e-80,1.90378982322209e-76
"ENSG00000207389",9770.55122917928,14.1224840824204,0.74566888905131,18.9393500114883,5.40603652664155e-80,1.90378982322209e-76
"ENSG00000273768",9770.55122917928,14.1224840824204,0.74566888905131,18.9393500114883,5.40603652664155e-80,1.90378982322209e-76
"ENSG00000281383",11075.7146484837,10.763495427709,0.580889557616729,18.5293319299274,1.19764623043991e-76,3.83420996828835e-73
"ENSG00000200087",4294.39351894872,12.1355231636266,0.657090128847462,18.4685823616196,3.69664941971376e-76,1.08484338303867e-72
"ENSG00000278249",5528.63223026175,9.71653756730601,0.531157854064284,18.2931260320403,9.38740549690995e-75,2.54297593830139e-71
"ENSG00000283293",238139.82061495,10.3762603655661,0.580904984498475,17.8622333126036,2.32161288644869e-71,5.8398513863698e-68
"ENSG00000087074",3693.28240643756,-7.0073823580091,0.409209864994819,-17.1241774879934,9.7984528655333e-66,2.3004154407508e-62
"ENSG00000185022",1571.07806202393,-7.11358218619244,0.421797495385384,-16.8649227745958,8.15085749214066e-64,1.79400373402016e-60
"ENSG00000259001",4769.69167602319,13.6661960176867,0.894177946109775,15.2835306184223,9.84587398247867e-53,2.03960175392335e-49
"ENSG00000168298",1120.06526176208,8.17781506257699,0.544244557304726,15.0259932833801,4.9612049713645e-51,9.70632190397623e-48
"ENSG00000145604",436.918565437291,4.21215659390376,0.282016611711675,14.9358456877361,1.92614861191793e-50,3.57006576406852e-47
"ENSG00000116717",1372.75141618627,-6.13203730539153,0.416187415206884,-14.7338364432363,3.90871548401377e-49,6.88246622425145e-46
"ENSG00000239002",2542.10567905438,13.3922173200109,0.924982039854232,14.4783538955214,1.66025744927179e-47,2.78417268255025e-44
"ENSG00000169564",1534.99763239267,-3.07048682853812,0.212477060056689,-14.4509097957159,2.47396242871426e-47,3.96013913134551e-44
"ENSG00000212232",2356.29215424368,13.0793634274944,0.908155050450967,14.402125959658,5.01760019933126e-47,7.68260037476737e-44
"ENSG00000206588",3395.01452999889,13.1611527138243,0.920077803923443,14.3043910609536,2.05428049638924e-46,2.58369792717298e-43
"ENSG00000206652",3395.01452999889,13.1611527138243,0.920077803923443,14.3043910609536,2.05428049638924e-46,2.58369792717298e-43
"ENSG00000206737",3395.01452999889,13.1611527138243,0.920077803923443,14.3043910609536,2.05428049638924e-46,2.58369792717298e-43
"ENSG00000207513",3395.01452999889,13.1611527138243,0.920077803923443,14.3043910609536,2.05428049638924e-46,2.58369792717298e-43
"ENSG00000275405",3395.01452999889,13.1611527138243,0.920077803923443,14.3043910609536,2.05428049638924e-46,2.58369792717298e-43
"ENSG00000163874",892.45867890825,-4.95639865692426,0.348533197236784,-14.2207362059603,6.81323754513312e-46,8.27361977204855e-43
"ENSG00000145416",333.961389120013,5.81506799547804,0.414074285217543,14.0435380874303,8.43919331278386e-45,9.90648772343321e-42
"ENSG00000162772",3062.37240745426,-6.07266426417359,0.433666507150272,-14.0030741688551,1.49271468886254e-44,1.69572388654784e-41
"ENSG00000280614",689954.136603252,7.15836012284021,0.511844199858907,13.9854278407638,1.91322816664585e-44,1.98165420931178e-41
"ENSG00000280800",689954.136603252,7.15836012284021,0.511844199858907,13.9854278407638,1.91322816664585e-44,1.98165420931178e-41
"ENSG00000281181",689954.136603252,7.15836012284021,0.511844199858907,13.9854278407638,1.91322816664585e-44,1.98165420931178e-41
"ENSG00000206585",10803.7097024189,18.5432726130673,1.33024158471515,13.9397781772384,3.63066852964479e-44,3.65307494114202e-41
"ENSG00000136244",2370.04512034005,-9.94481050019701,0.715806504329046,-13.8931547004014,6.96966634852685e-44,6.81788250360338e-41
"ENSG00000105851",304.869708941054,5.16989066450825,0.378720097676203,13.6509540851682,1.99252621455368e-42,1.89645413977628e-39
"ENSG00000222328",2721.71525526873,12.0388932362975,0.882964378356044,13.6346307182994,2.49249334354926e-42,2.30988541016923e-39
"ENSG00000150991",17789.2518633526,-5.07071639697947,0.372909825419943,-13.5977012439112,4.13217989274744e-42,3.73125248982035e-39
"ENSG00000081041",2263.91407251462,-8.82016680833152,0.650684553829068,-13.5552115943551,7.37990339618116e-42,6.4972669499979e-39
"ENSG00000163659",1183.53673550383,-3.80805881374808,0.281411005618275,-13.5320180722199,1.01206612515403e-41,8.69290747888398e-39
"ENSG00000276966",1247.76278916288,7.55158642333216,0.56423529013548,13.383754180847,7.52485115950352e-41,6.30940853412086e-38
"ENSG00000144655",1532.77057599068,-4.89431047948307,0.366077527997328,-13.3696009865943,9.10278389101154e-41,7.45496831408982e-38
"ENSG00000164736",169.247271675919,-6.84109367943467,0.519851070163365,-13.1597183733503,1.49642599374638e-39,1.19768494990392e-36
"ENSG00000184260",533.593197210443,7.00138974000681,0.540216442335365,12.9603418025184,2.05330559738667e-38,1.60687133150153e-35
"ENSG00000162231",770.209679311657,-3.45379576423017,0.266939059366622,-12.9385177741509,2.72842768938603e-38,2.08878933716127e-35
"ENSG00000151929",1840.2717518007,-6.53989329167936,0.505802111674445,-12.9297469123433,3.05823892446891e-38,2.29146685029994e-35
"ENSG00000202538",4118.88033140663,16.7369284100936,1.30082217565429,12.8664230387026,6.95491205379939e-38,5.10258714347082e-35
"ENSG00000270882",1084.38788813072,6.6894535149581,0.52285097014334,12.794187822056,1.76690005095331e-37,1.26986024886473e-34
"ENSG00000202354",2440.61144599473,16.0180096195784,1.25241108770896,12.7897379516818,1.8710372221267e-37,1.31780893628828e-34
"ENSG00000128016",5648.86491361429,-6.89600384139746,0.539269596887999,-12.7876740709892,1.92138594520248e-37,1.32673583227942e-34
"ENSG00000115760",3961.55355053933,2.62573359180258,0.205377011547884,12.7849440013416,1.99006094891104e-37,1.34773050724714e-34
"ENSG00000127666",262.967678898495,-5.58834608934899,0.438588528258116,-12.7416604158424,3.46931646951833e-37,2.30519714699165e-34
