"ENSEMBL","ENTREZID"
"ENSG00000203852","333932"
"ENSG00000196182","83931"
"ENSG00000278677","8336"
"ENSG00000252481","677768"
"ENSG00000087087","51593"
"ENSG00000197837","121504"
"ENSG00000209582","652965"
"ENSG00000105287","25865"
"ENSG00000090339","3383"
"ENSG00000109220","26511"
"ENSG00000201098","6084"
"ENSG00000034152","5606"
"ENSG00000108691","6347"
"ENSG00000181773","2827"
"ENSG00000116205","127428"
"ENSG00000115053","4691"
"ENSG00000196664","51284"
"ENSG00000278771","378707"
"ENSG00000110700","6207"
"ENSG00000268606","4101"
"ENSG00000205362","4489"
"ENSG00000151689","3628"
"ENSG00000212283","692205"
"ENSG00000138696","658"
"ENSG00000168209","54541"
"ENSG00000169032","5604"
"ENSG00000066294","8832"
"ENSG00000165006","51271"
"ENSG00000132510","23135"
"ENSG00000175390","8665"
"ENSG00000007908","6401"
"ENSG00000198346","126017"
"ENSG00000291237","6648"
"ENSG00000197061","8364"
"ENSG00000152518","678"
"ENSG00000199631","26818"
"ENSG00000120738","1958"
"ENSG00000149480","9219"
"ENSG00000059728","4084"
"ENSG00000148841","85450"
"ENSG00000155090","7071"
"ENSG00000198805","4860"
"ENSG00000011304","5725"
"ENSG00000134531","2012"
"ENSG00000197019","29950"
"ENSG00000160888","9592"
"ENSG00000197279","7718"
"ENSG00000108107","6158"
"ENSG00000200795","26835"
"ENSG00000199568","26831"
"ENSG00000184009","71"
"ENSG00000185278","84614"
"ENSG00000100906","4792"
"ENSG00000067082","1316"
"ENSG00000102119","2010"
"ENSG00000159840","7791"
"ENSG00000099917","51586"
"ENSG00000187626","387032"
"ENSG00000151490","5800"
"ENSG00000183696","7378"
"ENSG00000137309","3159"
"ENSG00000115760","57448"
"ENSG00000011243","26993"
"ENSG00000140749","10261"
"ENSG00000254685","8790"
"ENSG00000121486","81627"
"ENSG00000197172","4102"
"ENSG00000197172","4105"
"ENSG00000119147","84417"
"ENSG00000139722","79720"
"ENSG00000179820","91663"
"ENSG00000197329","57162"
"ENSG00000088808","23368"
"ENSG00000185236","9230"
"ENSG00000125148","4502"
"ENSG00000143971","54465"
"ENSG00000207166","26780"
"ENSG00000174437","488"
"ENSG00000189144","126231"
"ENSG00000166441","6157"
"ENSG00000038945","4481"
"ENSG00000118503","7128"
"ENSG00000274641","8348"
"ENSG00000116871","55700"
"ENSG00000154734","9510"
"ENSG00000125931","4435"
"ENSG00000128000","163131"
"ENSG00000196227","63939"
"ENSG00000152332","127933"
"ENSG00000196588","57591"
"ENSG00000180257","125893"
"ENSG00000121903","7579"
"ENSG00000267322","677769"
"ENSG00000267322","103091864"
"ENSG00000067334","30836"
"ENSG00000126705","27245"
"ENSG00000196505","54834"
"ENSG00000163728","151613"
"ENSG00000120709","51307"
"ENSG00000120709","100128966"
"ENSG00000254911","619383"
"ENSG00000254911","100158262"
"ENSG00000184357","3009"
"ENSG00000280498","692073"
"ENSG00000206597","692158"
"ENSG00000077150","4791"
"ENSG00000164543","9263"
"ENSG00000101187","28231"
"ENSG00000276903","8332"
"ENSG00000197056","79830"
"ENSG00000213020","81856"
"ENSG00000275994","677809"
"ENSG00000112511","5252"
"ENSG00000196531","4666"
"ENSG00000129317","83448"
"ENSG00000163823","1230"
"ENSG00000273604","100170841"
"ENSG00000162783","51278"
"ENSG00000207165","26778"
"ENSG00000184330","338324"
"ENSG00000278828","8357"
"ENSG00000197782","284323"
"ENSG00000089486","29965"
"ENSG00000065491","55633"
"ENSG00000163638","56999"
"ENSG00000124575","3007"
"ENSG00000196981","54554"
"ENSG00000086544","80271"
"ENSG00000197714","10794"
"ENSG00000130300","83483"
"ENSG00000128422","3872"
"ENSG00000145283","345274"
"ENSG00000127081","83744"
"ENSG00000131508","7322"
"ENSG00000175505","23529"
"ENSG00000185883","527"
"ENSG00000105835","10135"
"ENSG00000139291","55266"
"ENSG00000104897","8175"
"ENSG00000124762","1026"
"ENSG00000202252","85389"
"ENSG00000059804","6515"
"ENSG00000070423","55658"
"ENSG00000233927","6234"
"ENSG00000166265","116159"
"ENSG00000205502","388125"
"ENSG00000221491","677815"
"ENSG00000102837","10562"
"ENSG00000113441","4012"
"ENSG00000196659","150737"
"ENSG00000131669","4814"
"ENSG00000130544","79230"
"ENSG00000278705","8366"
"ENSG00000139289","22822"
"ENSG00000145592","6167"
"ENSG00000166483","7465"
"ENSG00000177606","3725"
"ENSG00000206811","574042"
"ENSG00000207496","619563"
"ENSG00000162618","64123"
"ENSG00000240583","358"
"ENSG00000095787","51322"
"ENSG00000184992","140707"
"ENSG00000146112","170954"
"ENSG00000146112","107987457"
"ENSG00000100266","11252"
"ENSG00000183421","54101"
"ENSG00000129467","196883"
"ENSG00000105656","8178"
"ENSG00000172115","54205"
"ENSG00000277985","26781"
"ENSG00000170027","7532"
"ENSG00000111676","1822"
"ENSG00000199347","26829"
"ENSG00000111011","65117"
"ENSG00000089159","5829"
"ENSG00000213398","3931"
"ENSG00000160131","203547"
"ENSG00000238917","652966"
"ENSG00000201998","677808"
"ENSG00000153767","2960"
"ENSG00000140941","81631"
"ENSG00000134070","3656"
"ENSG00000172071","9451"
"ENSG00000168389","84879"
"ENSG00000221914","5520"
"ENSG00000198482","388558"
"ENSG00000152484","219333"
"ENSG00000221867","4102"
"ENSG00000221867","4105"
"ENSG00000197483","89887"
"ENSG00000277494","338328"
"ENSG00000212464","677800"
"ENSG00000167996","2495"
"ENSG00000100941","5411"
"ENSG00000200354","677840"
"ENSG00000132002","3337"
"ENSG00000189143","1364"
"ENSG00000187479","387763"
"ENSG00000162413","9903"
"ENSG00000184557","9021"
"ENSG00000102554","688"
"ENSG00000120280","80231"
"ENSG00000179134","55095"
"ENSG00000148840","23082"
"ENSG00000039523","79567"
"ENSG00000088992","54997"
"ENSG00000275143","677781"
"ENSG00000072163","55679"
"ENSG00000173276","49854"
"ENSG00000205336","9289"
"ENSG00000204435","1460"
"ENSG00000105967","22797"
"ENSG00000064300","4804"
"ENSG00000162063","899"
"ENSG00000275221","8330"
"ENSG00000182324","3770"
"ENSG00000199785","619565"
"ENSG00000225091","26777"
"ENSG00000102103","10084"
"ENSG00000169252","154"
"ENSG00000073792","10644"
"ENSG00000179833","9792"
"ENSG00000123358","3164"
"ENSG00000248333","984"
"ENSG00000167562","55762"
"ENSG00000110107","27339"
"ENSG00000008405","1407"
"ENSG00000177426","7050"
"ENSG00000287151","29798"
"ENSG00000196787","8969"
"ENSG00000167232","7644"
"ENSG00000196843","10865"
"ENSG00000157110","11030"
"ENSG00000175283","22845"
"ENSG00000148337","25792"
"ENSG00000221909","221786"
"ENSG00000180787","124961"
"ENSG00000159176","1465"
"ENSG00000258227","23601"
"ENSG00000183808","389677"
"ENSG00000123338","3071"
"ENSG00000130175","5589"
"ENSG00000132326","8864"
"ENSG00000256294","7768"
"ENSG00000196850","160760"
"ENSG00000221676","100151684"
"ENSG00000276368","8331"
"ENSG00000133639","694"
"ENSG00000173530","8793"
"ENSG00000188033","57474"
"ENSG00000188167","643853"
"ENSG00000177283","8325"
"ENSG00000106366","5054"
"ENSG00000171428","9"
"ENSG00000144802","64332"
"ENSG00000148926","133"
"ENSG00000187187","339327"
"ENSG00000200983","619562"
"ENSG00000139112","23710"
"ENSG00000232810","7124"
"ENSG00000184060","55803"
"ENSG00000277224","8343"
"ENSG00000252947","677774"
"ENSG00000106261","7586"
"ENSG00000164024","23173"
"ENSG00000185670","79842"
"ENSG00000109846","1410"
"ENSG00000130522","3727"
"ENSG00000274997","85235"
"ENSG00000145777","85480"
"ENSG00000152795","9987"
"ENSG00000163739","2919"
"ENSG00000166478","7702"
"ENSG00000119630","5228"
"ENSG00000277157","8360"
"ENSG00000136158","10253"
"ENSG00000142867","8915"
"ENSG00000120784","22835"
"ENSG00000172053","5859"
"ENSG00000166016","25841"
"ENSG00000197409","8351"
"ENSG00000222489","109616976"
"ENSG00000090020","6548"
"ENSG00000129657","6397"
"ENSG00000197063","4097"
"ENSG00000204592","3133"
"ENSG00000131504","1729"
"ENSG00000185291","3563"
"ENSG00000292332","3563"
"ENSG00000104635","23516"
"ENSG00000185130","8340"
"ENSG00000247828","100505894"
"ENSG00000120705","2107"
"ENSG00000112941","11044"
"ENSG00000068028","11186"
"ENSG00000202363","6044"
"ENSG00000197044","126068"
"ENSG00000090006","8425"
"ENSG00000184743","25923"
"ENSG00000177733","10949"
"ENSG00000111859","4739"
"ENSG00000239039","692084"
"ENSG00000116138","23341"
"ENSG00000161960","1973"
"ENSG00000148303","6130"
"ENSG00000169991","126917"
"ENSG00000105514","9545"
"ENSG00000104722","4741"
"ENSG00000186130","10773"
"ENSG00000187678","81848"
"ENSG00000132535","1742"
"ENSG00000101003","9837"
"ENSG00000207392","677806"
"ENSG00000010818","3097"
"ENSG00000116273","148479"
"ENSG00000007866","7005"
"ENSG00000206634","677807"
"ENSG00000251322","85358"
"ENSG00000149564","90952"
"ENSG00000203747","2214"
"ENSG00000277194","9304"
"ENSG00000228253","4509"
"ENSG00000148331","140459"
"ENSG00000177600","6181"
"ENSG00000130518","80726"
"ENSG00000163017","72"
"ENSG00000187790","57697"
"ENSG00000221869","1052"
"ENSG00000276027","267010"
"ENSG00000203811","126961"
"ENSG00000050820","9564"
"ENSG00000207088","677797"
"ENSG00000110108","79073"
"ENSG00000260034","100506655"
"ENSG00000050767","91522"
"ENSG00000231817","101929344"
"ENSG00000207008","677833"
"ENSG00000184967","79050"
"ENSG00000171988","221037"
"ENSG00000117425","8643"
"ENSG00000165118","84267"
"ENSG00000232956","285958"
"ENSG00000091972","4345"
"ENSG00000143315","93183"
"ENSG00000200792","677846"
"ENSG00000152749","160897"
"ENSG00000276409","6358"
"ENSG00000107338","6461"
"ENSG00000121807","729230"
"ENSG00000102393","2717"
"ENSG00000111229","10094"
"ENSG00000206838","654319"
"ENSG00000208892","677829"
"ENSG00000238554","106481619"
"ENSG00000286522","8358"
"ENSG00000181722","26137"
"ENSG00000212402","677841"
"ENSG00000165195","5277"
"ENSG00000135631","26056"
"ENSG00000208772","692225"
"ENSG00000123500","1300"
"ENSG00000104081","90427"
"ENSG00000088826","54498"
"ENSG00000213799","91664"
"ENSG00000140511","145864"
"ENSG00000184588","5142"
"ENSG00000171346","3866"
"ENSG00000185650","677"
"ENSG00000201654","101954275"
"ENSG00000202337","101954278"
"ENSG00000132003","65249"
"ENSG00000052749","23223"
"ENSG00000180596","8347"
"ENSG00000110400","5818"
"ENSG00000119725","57862"
"ENSG00000115520","80219"
"ENSG00000135838","80896"
"ENSG00000081181","384"
"ENSG00000186174","283149"
"ENSG00000189067","9516"
"ENSG00000199477","677814"
"ENSG00000149474","57325"
"ENSG00000104856","5971"
"ENSG00000197976","8227"
"ENSG00000292343","8227"
"ENSG00000185624","5034"
"ENSG00000134955","219855"
"ENSG00000125347","3659"
"ENSG00000237440","100129842"
"ENSG00000166987","114785"
"ENSG00000188486","3014"
"ENSG00000101098","140730"
"ENSG00000119655","10577"
"ENSG00000068745","51447"
"ENSG00000201448","109616970"
"ENSG00000100644","3091"
"ENSG00000156304","57466"
"ENSG00000129244","482"
"ENSG00000051108","9709"
"ENSG00000116560","6421"
"ENSG00000119771","114818"
"ENSG00000210825","677822"
"ENSG00000141699","162427"
"ENSG00000207475","677823"
"ENSG00000186081","3852"
"ENSG00000101966","331"
"ENSG00000175538","10008"
"ENSG00000166825","290"
"ENSG00000166592","6236"
"ENSG00000200394","100124536"
"ENSG00000105722","2077"
"ENSG00000183386","2275"
"ENSG00000270141","7012"
"ENSG00000072694","2213"
"ENSG00000207181","677802"
"ENSG00000198026","63925"
"ENSG00000134686","1912"
"ENSG00000167182","6668"
"ENSG00000200816","677820"
"ENSG00000207233","677819"
"ENSG00000249709","163050"
"ENSG00000181026","64782"
"ENSG00000136160","1910"
"ENSG00000145723","54826"
"ENSG00000136630","3142"
"ENSG00000131127","7700"
"ENSG00000248527","106480796"
"ENSG00000200913","94161"
"ENSG00000079313","57455"
"ENSG00000114784","10289"
"ENSG00000103494","23322"
"ENSG00000088038","4849"
"ENSG00000174606","90806"
"ENSG00000167470","90007"
"ENSG00000187037","353345"
"ENSG00000214654","100288842"
"ENSG00000146592","9586"
"ENSG00000198464","147657"
"ENSG00000131759","5914"
"ENSG00000006652","3475"
"ENSG00000166004","85459"
"ENSG00000200785","319103"
"ENSG00000133302","84250"
"ENSG00000186496","252884"
"ENSG00000101421","128866"
"ENSG00000173846","1263"
"ENSG00000170525","5209"
"ENSG00000164252","55109"
"ENSG00000115963","390"
"ENSG00000142655","5195"
"ENSG00000177058","153129"
"ENSG00000128590","4189"
"ENSG00000130811","8666"
"ENSG00000277887","677842"
"ENSG00000187193","4501"
"ENSG00000133065","254428"
"ENSG00000075407","7587"
"ENSG00000221823","5534"
"ENSG00000137193","5292"
"ENSG00000197629","219972"
"ENSG00000184564","84189"
"ENSG00000173801","3728"
"ENSG00000253051","109616966"
"ENSG00000186666","144233"
"ENSG00000132661","29107"
"ENSG00000176407","56888"
"ENSG00000251442","101928893"
"ENSG00000184014","23258"
"ENSG00000183963","6525"
"ENSG00000171199","58503"
"ENSG00000044115","1495"
"ENSG00000116337","271"
"ENSG00000112306","6206"
"ENSG00000075624","60"
"ENSG00000147872","123"
"ENSG00000135374","2001"
"ENSG00000238961","677828"
"ENSG00000116514","127544"
"ENSG00000132005","5989"
"ENSG00000137818","6176"
"ENSG00000147274","27316"
"ENSG00000084628","79570"
"ENSG00000162616","11080"
"ENSG00000003987","9108"
"ENSG00000207344","109616965"
"ENSG00000171860","719"
"ENSG00000120889","8795"
"ENSG00000164530","221476"
"ENSG00000023445","330"
"ENSG00000198467","7169"
"ENSG00000196236","63929"
"ENSG00000273544","677825"
"ENSG00000148339","114789"
"ENSG00000154146","4900"
"ENSG00000169594","646"
"ENSG00000173334","10221"
"ENSG00000101096","4773"
"ENSG00000132823","51526"
"ENSG00000135222","1447"
"ENSG00000105321","26093"
"ENSG00000126860","2123"
"ENSG00000109321","374"
"ENSG00000130176","1264"
"ENSG00000171867","5621"
"ENSG00000068323","7030"
"ENSG00000199673","595097"
"ENSG00000128272","468"
"ENSG00000181450","339500"
"ENSG00000122877","1959"
"ENSG00000048162","51491"
"ENSG00000198604","11177"
"ENSG00000184271","5463"
"ENSG00000231607","8847"
"ENSG00000049759","23327"
"ENSG00000118193","9928"
"ENSG00000177034","345778"
"ENSG00000137812","57082"
"ENSG00000157654","445815"
"ENSG00000204389","3303"
"ENSG00000107581","8661"
"ENSG00000239183","100124534"
"ENSG00000198517","7975"
"ENSG00000186468","6228"
"ENSG00000110077","64231"
"ENSG00000115756","3241"
"ENSG00000205413","54809"
"ENSG00000275379","8354"
"ENSG00000116044","4780"
"ENSG00000168876","54851"
"ENSG00000204065","340543"
"ENSG00000164318","133584"
"ENSG00000255112","57132"
"ENSG00000204388","3304"
"ENSG00000137699","23650"
"ENSG00000072110","87"
"ENSG00000131746","84951"
"ENSG00000066279","259266"
"ENSG00000228649","109729180"
"ENSG00000197779","347344"
"ENSG00000153815","80790"
"ENSG00000221716","677799"
"ENSG00000160191","5152"
"ENSG00000184371","1435"
"ENSG00000155657","7273"
"ENSG00000143947","6233"
"ENSG00000020633","864"
"ENSG00000245680","92285"
"ENSG00000163399","476"
"ENSG00000163132","4487"
"ENSG00000164949","2669"
"ENSG00000196214","90321"
"ENSG00000173083","10855"
"ENSG00000201229","109616971"
"ENSG00000189298","80317"
"ENSG00000188112","647024"
"ENSG00000132570","84105"
"ENSG00000198538","7576"
"ENSG00000142910","64129"
"ENSG00000141750","342667"
"ENSG00000207405","26784"
"ENSG00000197153","8356"
"ENSG00000105997","3200"
"ENSG00000158859","9507"
"ENSG00000166401","5271"
"ENSG00000110104","79080"
"ENSG00000280594","110806272"
"ENSG00000197497","79788"
"ENSG00000183864","10766"
"ENSG00000050327","7984"
"ENSG00000164086","1849"
"ENSG00000158406","8365"
"ENSG00000183023","6546"
"ENSG00000162086","7627"
"ENSG00000156030","91748"
"ENSG00000168661","90075"
"ENSG00000182541","3985"
"ENSG00000201403","85388"
"ENSG00000197937","84671"
"ENSG00000158615","84919"
"ENSG00000257671","109729127"
"ENSG00000100354","23112"
"ENSG00000063177","6141"
"ENSG00000277775","8968"
"ENSG00000116127","7840"
"ENSG00000234444","728927"
"ENSG00000145936","3779"
"ENSG00000022840","9921"
"ENSG00000153721","154043"
"ENSG00000152147","79833"
"ENSG00000212135","692108"
"ENSG00000099995","10291"
"ENSG00000110651","975"
"ENSG00000158050","1844"
"ENSG00000083896","91746"
"ENSG00000111802","51567"
"ENSG00000176476","112869"
"ENSG00000206612","677793"
"ENSG00000105366","27181"
"ENSG00000200534","594839"
"ENSG00000150337","2209"
"ENSG00000103257","8140"
"ENSG00000198900","7150"
"ENSG00000202444","100873832"
"ENSG00000204301","4855"
"ENSG00000167380","7769"
"ENSG00000160789","4000"
"ENSG00000116221","51253"
"ENSG00000125733","9322"
"ENSG00000199293","619505"
"ENSG00000074660","8578"
"ENSG00000198242","6147"
"ENSG00000176692","2303"
"ENSG00000141040","57336"
"ENSG00000126368","9572"
"ENSG00000163606","131450"
"ENSG00000104885","84444"
"ENSG00000182195","23641"
"ENSG00000150630","7424"
"ENSG00000161929","388325"
"ENSG00000115009","6364"
"ENSG00000186272","7565"
"ENSG00000197372","171392"
"ENSG00000112658","6722"
"ENSG00000182986","162967"
"ENSG00000145604","6502"
"ENSG00000182087","91304"
"ENSG00000278588","8346"
"ENSG00000169955","65988"
"ENSG00000069122","221395"
"ENSG00000146232","4794"
"ENSG00000160712","3570"
"ENSG00000186567","56971"
"ENSG00000260075","474170"
"ENSG00000160584","23387"
"ENSG00000284862","339829"
"ENSG00000130821","6535"
"ENSG00000207067","26775"
"ENSG00000145819","23092"
"ENSG00000166927","58475"
"ENSG00000064932","22904"
"ENSG00000151748","60485"
"ENSG00000134954","2113"
"ENSG00000213782","51202"
"ENSG00000138135","9023"
"ENSG00000096746","3189"
"ENSG00000100345","4627"
"ENSG00000278637","8359"
"ENSG00000177888","360023"
"ENSG00000178502","55175"
"ENSG00000197863","388536"
"ENSG00000101307","10326"
"ENSG00000264229","100151683"
"ENSG00000169019","54951"
"ENSG00000104695","5516"
"ENSG00000131196","4772"
"ENSG00000156858","78994"
"ENSG00000100055","27128"
"ENSG00000104312","8767"
"ENSG00000104881","10848"
"ENSG00000206760","574040"
"ENSG00000157554","2078"
"ENSG00000101138","1477"
"ENSG00000256338","22970"
"ENSG00000179331","54734"
"ENSG00000224578","642659"
"ENSG00000162889","9261"
"ENSG00000135269","26136"
"ENSG00000140545","4240"
"ENSG00000150459","10284"
"ENSG00000146834","56257"
"ENSG00000163602","23429"
"ENSG00000197566","57547"
"ENSG00000212588","677810"
"ENSG00000138668","3184"
"ENSG00000232884","105372738"
"ENSG00000155393","55027"
"ENSG00000048707","55187"
"ENSG00000162896","5284"
"ENSG00000080845","22839"
"ENSG00000183624","56941"
"ENSG00000154640","10950"
"ENSG00000099381","9739"
"ENSG00000130479","55201"
"ENSG00000068354","4943"
"ENSG00000169908","4071"
"ENSG00000125398","6662"
"ENSG00000150347","84159"
"ENSG00000198742","57154"
"ENSG00000164938","94241"
"ENSG00000167004","2923"
"ENSG00000240498","100048912"
"ENSG00000143867","130497"
"ENSG00000175727","22877"
"ENSG00000146476","79624"
"ENSG00000112033","5467"
"ENSG00000105559","57664"
"ENSG00000291127","645784"
"ENSG00000114547","152015"
"ENSG00000133250","84330"
"ENSG00000267107","100505495"
"ENSG00000135119","84900"
"ENSG00000165168","1536"
"ENSG00000278463","8335"
"ENSG00000102755","2321"
"ENSG00000086062","2683"
"ENSG00000206727","100033421"
"ENSG00000207014","100033415"
"ENSG00000168564","55602"
"ENSG00000263776","619568"
"ENSG00000207093","100033420"
"ENSG00000078061","369"
"ENSG00000122035","387496"
"ENSG00000173218","81839"
"ENSG00000171551","9427"
"ENSG00000135604","8676"
"ENSG00000275713","8345"
"ENSG00000187554","7100"
"ENSG00000087365","10992"
"ENSG00000124493","2914"
"ENSG00000130402","81"
"ENSG00000233757","344065"
"ENSG00000156860","64319"
"ENSG00000171657","27197"
"ENSG00000137285","347733"
"ENSG00000136731","56886"
"ENSG00000129450","27180"
"ENSG00000145920","10814"
"ENSG00000196419","2547"
"ENSG00000110713","4928"
"ENSG00000100815","9321"
"ENSG00000075539","285527"
"ENSG00000161970","6154"
"ENSG00000126778","6495"
"ENSG00000101134","55816"
"ENSG00000196417","91661"
"ENSG00000122122","54440"
"ENSG00000149532","79869"
"ENSG00000090924","64857"
"ENSG00000130222","10912"
"ENSG00000184545","1850"
"ENSG00000213186","286827"
"ENSG00000007062","8842"
"ENSG00000140464","5371"
"ENSG00000180914","5021"
"ENSG00000122257","5930"
"ENSG00000183161","2188"
"ENSG00000078596","9452"
"ENSG00000104972","10859"
"ENSG00000120694","10808"
"ENSG00000171155","29071"
"ENSG00000238835","677765"
"ENSG00000105327","27113"
"ENSG00000251022","100499177"
"ENSG00000161642","25946"
"ENSG00000204604","90333"
"ENSG00000023572","51022"
"ENSG00000145337","100996939"
"ENSG00000255072","84992"
"ENSG00000196865","374354"
"ENSG00000186818","11006"
"ENSG00000116095","65977"
"ENSG00000071051","8440"
"ENSG00000112787","57666"
"ENSG00000179387","255520"
"ENSG00000167208","124460"
"ENSG00000115474","3769"
"ENSG00000241560","100131117"
"ENSG00000134107","8553"
"ENSG00000196209","284759"
"ENSG00000196756","388796"
"ENSG00000135046","301"
"ENSG00000169429","3576"
"ENSG00000101751","11201"
"ENSG00000286071","105373170"
"ENSG00000105640","6142"
"ENSG00000186642","5138"
"ENSG00000163563","4332"
"ENSG00000199266","677837"
"ENSG00000215156","124906495"
"ENSG00000215156","124906497"
"ENSG00000261052","6818"
"ENSG00000261052","124907837"
"ENSG00000197013","353088"
"ENSG00000137673","4316"
"ENSG00000134453","84991"
"ENSG00000134294","54407"
"ENSG00000136960","5168"
"ENSG00000076604","9618"
"ENSG00000105397","7297"
"ENSG00000136938","10541"
"ENSG00000198885","150771"
"ENSG00000106829","7091"
"ENSG00000187800","375033"
"ENSG00000135486","3178"
"ENSG00000282164","359809"
"ENSG00000187838","57048"
"ENSG00000196136","12"
"ENSG00000179148","59344"
"ENSG00000100129","51386"
"ENSG00000117616","57035"
"ENSG00000159905","7638"
"ENSG00000164251","2150"
"ENSG00000198924","9937"
"ENSG00000185658","54014"
"ENSG00000257453","120766149"
"ENSG00000204524","390980"
"ENSG00000161835","160622"
"ENSG00000137802","23005"
"ENSG00000168140","114990"
"ENSG00000078804","58476"
"ENSG00000165197","2277"
"ENSG00000152270","5140"
"ENSG00000166289","79156"
"ENSG00000077274","827"
"ENSG00000166266","8065"
"ENSG00000004975","1856"
"ENSG00000250742","400043"
"ENSG00000007080","115098"
"ENSG00000051825","10198"
"ENSG00000140320","22893"
"ENSG00000130528","3270"
"ENSG00000158373","3017"
"ENSG00000277184","677798"
"ENSG00000176142","55254"
"ENSG00000122641","3624"
"ENSG00000115364","9801"
"ENSG00000274618","8361"
"ENSG00000169379","200894"
"ENSG00000140092","10516"
"ENSG00000187244","4059"
"ENSG00000221420","677847"
"ENSG00000163535","151246"
"ENSG00000117697","25936"
"ENSG00000117000","6018"
"ENSG00000196878","3914"
"ENSG00000204569","5514"
"ENSG00000150977","196383"
"ENSG00000118985","22936"
